Employee ID,First Name,Last Name,Age,Gender,DOB,Date Joined,Date Resigned,Department,Salary,Performance level
574,Kelsey,Hanson,64,F,10 Jun 1969,2024-04-13,2027-10-09,Sales,57597,5
575,Miranda,Gaines,42,Man,11 Jan 1920,2022-02-12,2025-03-14,Customer Service,30398,Needs Improvement
576,Diana,Cain,68,Boy,17 Jan 1955,2023-03-12,2025-02-10,Sales,82030,Below
577,Michelle,Kim,53,N/A,1980-01-29,2021-03-20,2022-06-15,Sales,188277,Below
578,Adam,hamilton ,,M,1969-03-31,2024-09-22,2027-11-04,Operations,165328,Exceeds
579,Brian,Young,44,Girl,2017-04-27,2022-10-18,2026-06-14,Sales,109057,4
580,Dawn,norton ,58,Girl,,2021-08-15,2025-06-07,Customer Service,106943,4
581, David,Henderson,20,F,,2024-04-06,2025-07-03,IT,91547,Outstanding
582,Mark,Smith,69,M,16 Mar 1928,2022-04-28,2024-01-08,Customer Service,133808,Needs Improvement
583,Timothy,williams ,49,N/A,,2023-01-27,2025-04-20,HR,128090,4
584,Matthew,Rodriguez,66,Woman,1921-04-28,2022-07-22,2026-06-28,Customer Service,192545,5
585,Micheal, robinson,47,M,,2020-05-07,2021-09-24,Finance,116567,Below
586,Jessica,melton ,58,M,,2020-06-03,2023-03-25,Finance,38066,5
587, Susan,huber ,41,Male,1995-05-24,2021-12-26,2023-02-15,Customer Service,102836,1
588,Michael,Cruz,27,Boy,16 Sep 2008,2020-02-28,2022-10-23,IT,84365,Outstanding
589,Kevin,Ayala,23,Decline to comment,04 Jun 2012,2021-12-04,2025-08-18,Finance,143909,2
590,Rachel,Barnes,43,N/A,1989-05-31,2023-07-30,2025-04-09,Finance,55079,Meets
591, Ricky,Rodriguez,51,Woman,19 Feb 1911,2024-07-04,2024-12-23,Engineering,2598,Meets
592, Joseph,Torres,27,Woman,31 Mar 1920,2021-05-25,2023-08-01,Customer Service,139063,3
593,Justin, willis,51,Girl,2010-10-14,2024-08-07,2025-06-17,Operations,127531,Exceeds
594,Matthew,Smith,55,Girl,09 Dec 1995,2023-09-16,2024-06-24,Operation,52300,5
595,Douglas,Cole,50,Girl,01 Jan 1935,2020-04-09,2023-11-27,Finance,89167,Exceeds
596,Greg, ellis,68,Decline to comment,1980-11-07,2023-05-22,2025-02-07,Operations,188345,Exceeds
597,Jacob,Lee,28,Decline to comment,02 Jul 1933,2024-07-05,2026-04-01,Marketing,11558,1
598,Laurie,mcconnell ,67,Woman,1975-06-23,2022-07-07,2023-05-01,Customer Service,33536,2
599,Joshua,Thomas,,F,1972-08-16,2024-06-12,2025-06-26,HR,124372,1
600,sherry , jones,33,Girl,1985-08-16,2023-12-14,2024-05-28,Engineering,137220,Below
601,Jessica Steven,,32,Woman,2024-04-12,2022-08-24,2023-10-18,Operations,54769,4
602,Jennifer,Oconnell,66,F,09 Mar 2014,2022-09-19,2025-03-23,Finance,58004,1
603,Kevin,Cole,65,F,,2024-09-11,2028-06-11,Customer Service,119594,Exceeds
604,Jeffrey, horton,53,F,05 May 1939,2020-04-30,2023-09-21,Marketing,158129,1
605,cynthia ,Gardner,53,N/A,11 Nov 1978,2020-03-13,2023-07-07,Operations,126197,4
606,,Davis Parker,46,M,22 Jul 1982,2024-12-26,2025-04-06,Engineering,42111,5
607,Mary,Carter,18,Boy,2014-05-19,2023-10-24,2026-10-21,Sale,129734,1
608,Cynthia,Sanders,45,Decline to comment,08 Jul 1908,2024-07-22,2028-05-08,Sales,99579,Below
609,Terri,Snyder,46,Woman,2005-05-15,2020-04-12,2022-05-21,Customer Service,42935,Outstanding
610,Rebecca Haley,,35,N/A,29 Dec 2019,2021-10-01,2025-05-10,HR,180262,4
611,Rhonda, olson,18,Decline to comment,2022-05-07,2024-10-29,2025-01-31,Customer Servic,74153,Outstanding
612,Kenneth,Pitts,,Decline to comment,17 Sep 1939,2023-08-15,2025-09-22,IT,4676,Meets
613,Christopher,lutz ,68,Decline to comment,05 Dec 1943,2021-09-05,2024-05-31,IT,166731,Outstanding
614,Steven,Buchanan,37,Man,15 Oct 1955,2024-11-17,2028-01-30,HR,159148,Below
615,Shawn, nelson,,F,1966-11-28,2024-06-16,2027-07-16,HR,172234,3
616,Dennis,Castillo,43,Decline to comment,1962-01-01,2020-04-27,2021-12-18,Sales,99901,5
617,jennifer ,Burnett,,Boy,24 Feb 1959,2024-04-07,2025-03-09,Engineering,88777,3
618, Michael,Haney,63,N/A,19 Apr 2022,2021-08-29,2023-04-25,Operations,106662,5
619,Tracy, ritter,37,Female,22 Nov 2011,2020-08-24,2022-01-11,H,147175,Exceeds
620,Marissa,Downs,47,F,2023-01-08,2020-11-05,2023-02-12,Engineering,73024,Outstanding
621,Anna,Horton,50,Male,10 Nov 1984,2021-07-07,2025-01-28,Customer Service,172561,Outstanding
622,Kenneth,Smith,44,M,1959-05-23,2020-04-02,2021-05-16,Sales,124217,Outstanding
623,Sabrina, bennett,47,Male,,2021-08-12,2024-11-26,HR,99023,Needs Improvement
624,James,Beard,,Male,19 Sep 1970,2022-10-27,2025-09-03,Marketing,90361,Below
625,Stephanie, carroll,,Decline to comment,,2024-04-17,2025-06-24,Finance,149487,Outstanding
626,donald ,Johnson,18,Man,04 Sep 1918,2020-04-29,2020-05-30,IT,93125,1
627,Zachary,Wood,40,M,02 Mar 2019,2021-02-28,2021-04-06,Engineering,169852,5
628,Nicolas,Garcia,18,Decline to comment,2012-07-20,2024-04-24,2026-03-06,Sale,4019,Meets
629,David,Oliver,51,Decline to comment,1923-06-03,2023-10-25,2027-02-16,Marketing,141624,2
630,Heather,Davis,23,Girl,,2023-05-13,2026-02-28,HR,74468,3
631,Bruce,Perkins,46,Female,1976-11-26,2024-08-04,2027-12-18,Engineering,47635,4
632,amanda ,Flores,51,Decline to comment,,2021-06-05,2022-12-17,Sales,143291,1
633,Madison,Pearson,68,M,,2023-07-07,2023-09-03,Sales,173165,Exceeds
634,Joshua,Hodge,,Woman,18 Aug 1940,2020-08-26,2024-08-13,Sales,180410,1
635,Kimberly,Cooper,61,N/A,,2020-06-04,2023-10-08,Operations,167350,Meets
636,Keith,Gonzalez,24,M,1910-08-18,2023-05-27,2026-10-16,I,88485,Meets
637,Emily,Vargas,37,Girl,14 Jul 1995,2022-12-10,2025-10-23,Marketing,101161,4
638,Aaron,Moore,58,Decline to comment,1923-10-13,2021-02-22,2022-01-26,Sale,100852,Exceeds
639,Benjamin,Turner,37,F,25 Mar 1968,2022-06-21,2025-11-05,Finance,103265,5
640,April,Villanueva,29,Decline to comment,28 Dec 2007,2020-10-20,2024-02-25,Engineering,195594,Meets
641, William,Davis,37,Female,1954-09-26,2024-08-18,2026-04-19,IT,3620,Outstanding
642,Jose,Woods,70,Girl,,2024-03-13,2027-04-28,IT,10342,Meets
643, Darren,Woods,,Girl,1949-04-14,2024-08-12,2024-11-07,Marketing,131531,2
644,Jennifer,Conrad,37,Male,26 May 1931,2023-02-09,2024-10-02,Engineering,197990,Exceeds
645,Alexandra,Green,44,Man,12 Jan 2011,2022-05-19,2026-03-31,Finance,133963,5
646,Dawn,Nichols,22,Girl,30 Mar 1956,2023-07-27,2024-12-07,IT,139339,4
647,William,Howard,49,Boy,,2020-09-13,2021-05-30,IT,54570,1
648,Calvin,Jones,21,M,1994-08-07,2024-07-08,2027-12-31,Customer Service,47159,Outstanding
649,Madeline, bender,69,Boy,12 Sep 1949,2020-08-02,2024-03-25,Sales,163622,Exceeds
650,Debra,Burke,20,Boy,2015-08-05,2022-06-02,2024-01-24,IT,46302,3
651,John,Baker,42,Man,27 Nov 1916,2022-08-03,2024-06-09,Operations,120883,5
652, David,Anderson,48,Female,24 Mar 1938,2024-11-18,2025-02-28,Customer Service,157052,Exceeds
653,Zachary,Willis,65,Decline to comment,2014-04-13,2022-04-15,2025-10-24,Marketing,41837,2
654,David,Thomas,49,Boy,1944-03-11,2021-01-06,2023-12-23,Marketing,99251,Below
655,Stephanie,mcdonald ,32,Male,01 Jun 1976,2024-09-14,2026-12-13,HR,98384,Outstanding
656,margaret ,Branch,,M,28 Jun 1945,2021-06-17,2021-08-01,Customer Service,156866,Exceeds
657,Peter,Mccarty,23,Man,,2023-09-13,2024-08-10,Customer Service,5281,4
658,Timothy,Patel,42,M,1911-07-09,2021-10-03,2022-01-10,Sale,184469,4
659,,Smith Thompson,33,Boy,1969-06-26,2024-08-13,2026-08-18,IT,63082,2
660,Briana,Larson,68,Woman,04 Oct 1934,2023-02-25,2023-09-30,engineeringing,141147,2
661,Sheryl,Mccoy,45,Female,27 Aug 1960,2024-01-28,2027-12-03,Marketing,101160,5
662,Michael,Hebert,70,Female,17 Feb 1963,2022-09-22,2026-02-24,HR,166021,Meets
663,Richard,gay ,49,Woman,1928-10-17,2020-09-10,2021-11-18,Engineering,133795,Exceeds
664,David,Walsh,27,Woman,1969-03-20,2024-10-15,2026-03-26,Engineering,98729,Below
665,Matthew,Lam,32,N/A,1983-04-07,2020-03-30,2021-09-14,Finance,146814,3
666,Daniel,Boyle,63,Woman,1942-08-21,2023-10-26,2027-08-26,Operations,193886,Needs Improvement
667,Maria,Watson,58,F,24 Mar 1991,2024-07-13,2025-12-07,Engineering,189724,Exceeds
668,Amy, white,64,Woman,06 Nov 2006,2020-03-22,2022-01-29,Finance,98081,Meets
669,Mark,hall ,64,F,06 Mar 2010,2023-02-11,2025-05-25,Operations,73673,Needs Improvement
670,Angela, carter,33,Female,23 Jan 1940,2020-07-21,2023-03-27,Sales,13191,Exceeds
671,,Silva Black,38,F,1944-06-30,2022-12-30,2026-06-20,Financ,86701,2
672,Brett,Casey,30,M,1979-09-27,2022-06-12,2026-05-31,Sales,15308,2
673,David,Christensen,28,Man,1909-07-08,2022-01-22,2025-11-17,HR,31411,3
674,Sandra, kane,43,N/A,18 Jul 1910,2020-08-09,2021-02-09,Finance,189902,Meets
675,Debra,Mitchell,20,Female,1946-08-23,2022-08-16,2022-10-13,Finance,7834,2
676, Larry,Braun,42,F,1951-12-23,2024-06-10,2026-08-08,Engineering,150117,3
677,Alexis,Patterson,37,Woman,1911-01-27,2023-08-17,2027-02-11,Engineering,161713,Exceeds
678,Janet,Romero,21,Girl,05 Dec 1927,2021-11-09,2023-03-14,Sales,180932,5
679,,Anderson Patton,60,F,1909-08-24,2022-04-20,2025-10-23,Engineering,196751,1
680,Gabriel,Rojas,34,Boy,1948-10-22,2024-01-25,2027-02-19,Engineering,158137,5
681,Matthew,Wolf,56,F,07 Apr 1944,2021-05-29,2021-12-15,Engineering,114511,Exceeds
682,william ,Obrien,22,Woman,1943-02-01,2022-02-23,2023-01-03,Operations,63208,Exceeds
683,Kelsey,Martin,48,Woman,28 Mar 1916,2023-11-25,2025-08-14,Marketing,157133,3
684,Jennifer,Gonzalez,33,M,1915-02-17,2022-06-08,2023-06-30,Marketing,41130,Below
685,Natalie,walker ,,Girl,1955-03-25,2024-05-02,2026-06-21,Sales,123026,3
686,Lisa,Bradford,32,Decline to comment,26 Sep 2020,2024-06-16,2025-09-11,Sales,88053,1
687,Brian,Rowe,65,M,,2024-08-24,2028-03-15,Sales,144431,Meets
688,Brian,mason ,56,Woman,2012-04-07,2024-02-19,2027-08-30,I,39303,5
689,Shirley,Bishop,30,Girl,2001-01-04,2023-05-28,2025-03-26,Finance,31085,Meets
690,Robert, morrison,41,Girl,,2021-12-10,2022-07-23,Marketing,131925,2
691,Joshua,Miller,,Boy,1995-02-14,2023-01-19,2024-04-21,Marketing,47289,3
692, Brian,Chavez,64,N/A,1972-12-23,2020-03-24,2024-03-04,HR,168379,Outstanding
693,Daniel,Sanchez,54,Decline to comment,17 Jul 1987,2022-09-07,2025-02-01,Engineering,116367,1
694,Jennifer, wolfe,25,Woman,2004-12-28,2024-07-30,2024-11-17,HR,150776,Exceeds
695,dana ,Black,55,Female,,2021-06-02,2023-05-09,HR,6603,5
696,Stacy,Fuller,56,Female,1910-03-04,2021-08-15,2022-02-16,HR,104355,Meets
697,Tina,Melton,26,Female,1939-03-30,2023-02-13,2026-09-29,Sales,76011,Exceeds
698,john ,Young,49,F,29 Nov 1998,2023-04-29,2023-08-08,IT,145591,1
699,Connie,Morgan,,Girl,,2023-04-14,2024-04-12,Customer Servic,102410,Below
700,Cynthia,Singh,54,Boy,19 Mar 1913,2022-01-21,2025-10-18,Customer Service,9714,Meets
701,Allison,Johnson,48,Boy,2022-08-12,2024-02-12,2024-03-19,HR,142470,Outstanding
702,Marcus,miller ,31,M,25 Sep 1908,2024-11-08,2025-07-01,Customer Service,74763,1
703, Matthew,Burke,41,F,1975-06-04,2023-02-02,2026-08-22,IT,129134,Outstanding
704,Kenneth, thomas,55,Female,16 May 1992,2021-06-17,2022-12-04,HR,113724,5
705,Sharon,Foster,54,N/A,13 Apr 1969,2021-07-25,2024-01-05,Engineering,184312,5
706,Nicole,Smith,25,Male,,2020-04-30,2022-05-05,HR,157993,2
707,Brittany,White,59,M,28 Jan 1956,2021-03-17,2021-09-27,Customer Service,59836,4
708,Taylor,Flores,64,M,17 Jul 1971,2023-11-07,2026-11-06,Sales,138638,Exceeds
709,James,Martinez,45,Male,16 May 2023,2023-04-13,2024-11-22,Customer Service,91898,2
710, Jason,Campbell,51,Male,17 Aug 2020,2021-02-03,2023-04-10,Marketing,11684,Exceeds
711,Lauren,Rivera,55,Male,1943-09-30,2021-03-27,2023-06-28,IT,39356,2
712,Erica,Weber,35,Girl,23 Dec 1918,2024-12-24,2028-08-05,Finance,36183,1
713,David Brittney,,63,F,,2021-11-05,2024-01-31,Operations,30361,5
714,,Nielsen Jackson,,N/A,1966-01-04,2022-05-22,2026-01-25,Operations,102081,5
715,Janice,York,44,Woman,1927-06-22,2023-03-02,2026-12-25,Sales,5406,2
716,Michael, ramos,56,Woman,,2022-07-01,2023-10-07,Engineering,123607,Needs Improvement
717,Michael,Clayton,63,Woman,2002-02-25,2021-12-31,2023-12-15,Sales,179618,2
718,Jason,Vasquez,25,Boy,1976-06-30,2020-03-21,2023-11-15,Finance,53779,Outstanding
719,Steven Jay,,,Female,1999-11-22,2022-02-19,2024-02-24,HR,107964,Outstanding
720, Brittany, becker,67,Female,1998-11-10,2023-06-25,2027-05-02,Marketing,80014,Exceeds
721,Marco,Webb,24,Boy,1919-03-31,2023-02-15,2027-01-21,Marketing,107065,5
722,Gregory,Huerta,37,Woman,1950-02-03,2020-07-27,2024-07-06,Marketing,185717,Needs Improvement
723,Brittany,Hart,20,F,2005-01-18,2024-10-28,2027-07-18,IT,166311,3
724,Gerald,Benitez,52,Female,1991-12-23,2022-04-19,2025-05-18,Engineering,181380,1
725, Jennifer, garza,46,F,08 Mar 2000,2020-10-07,2021-04-20,Customer Service,30333,Meets
726,Jessica,Sanders,63,Man,2013-06-29,2021-08-16,2023-09-13,Operations,92209,Outstanding
727,Jennifer,Edwards,18,Decline to comment,1990-05-18,2020-04-16,2021-11-01,Engineering,83613,Meets
728,Angela, berry,24,M,2011-06-20,2024-11-23,2025-08-28,Sales,198189,3
729,Rebecca,Waters,51,Woman,14 Dec 1914,2023-08-05,2026-10-06,Sales,165087,3
730,blake ,Gonzalez,66,Man,20 Feb 1996,2024-12-22,2026-01-11,Customer Service,72833,2
731,Cameron,Hernandez,52,Male,2005-03-26,2020-04-28,2021-03-03,Engineering,13130,3
732,Tracie,Davis,51,Boy,03 Apr 2006,2024-03-11,2025-12-11,Marketing,177650,2
733, David,Horne,29,N/A,2007-02-13,2024-05-31,2027-10-21,Operations,112533,2
734,Patricia, hicks,48,F,15 May 1973,2020-07-26,2021-03-16,Financ,156720,Meets
735,,Payne Bennett,63,N/A,18 Oct 1980,2020-01-27,2020-10-02,Operations,170622,2
736,Erin William,,43,N/A,1920-01-14,2021-09-20,2024-08-15,Marketing,174201,4
737,Beverly,Kerr,24,Man,11 Apr 1987,2020-07-25,2022-08-30,Sales,96590,Meets
738,Roger,Greene,57,M,16 Mar 2007,2024-06-30,2024-10-27,H,139330,2
739,Meredith,parker ,21,Male,23 Aug 1938,2023-02-28,2025-03-12,Marketing,97758,Outstanding
740,Steven,Graves,19,Decline to comment,07 Dec 2012,2020-03-25,2022-09-14,Engineering,179957,Exceeds
741,,Wolf Miller,57,F,09 Aug 1950,2022-12-21,2026-03-17,Customer Service,171676,Exceeds
742,Jeremy,Duran,19,Woman,31 Dec 1943,2020-06-13,2021-12-16,Customer Service,144490,2
743,Brian,Allen,56,F,02 Jul 2013,2022-03-22,2024-05-18,Customer Service,86951,Needs Improvement
744,Carol,Harris,47,N/A,15 Sep 1961,2022-02-16,2023-01-29,Operations,183174,2
745,David,Wyatt,35,N/A,28 Jan 1960,2022-08-14,2026-05-20,Customer Service,39954,4
746,Angela,Murphy,67,Boy,15 Mar 1967,2021-02-23,2022-06-11,IT,85202,4
747,Brittany,Jennings,29,Male,1977-11-27,2022-12-07,2023-11-11,IT,56865,3
748,Anthony, flores,,F,12 Aug 1950,2024-12-30,2028-08-20,Engineering,126834,2
749,Curtis,Yu,30,Male,1922-03-06,2021-12-22,2024-03-21,Finance,41357,Needs Improvement
750,William,Smith,67,Male,1979-06-25,2021-01-05,2021-06-02,Operations,132723,Needs Improvement
751,Mallory,Rice,60,F,1959-05-28,2021-06-21,2023-07-12,I,7358,Outstanding
752,Jeffery,Durham,,Female,2013-03-21,2020-02-23,2023-07-05,marketinging,33991,Exceeds
753,Sarah,Gonzalez,,Decline to comment,,2024-06-22,2026-05-06,IT,169440,5
754,,Johnson Boyd,46,Boy,1951-10-23,2020-10-20,2023-10-13,Operations,156760,1
755,Eric, peterson,52,Woman,17 Dec 1957,2020-10-14,2023-08-16,Sale,126391,Outstanding
756,christine ,Ward,70,Man,1987-05-31,2023-09-19,2026-12-16,Marketing,176005,Outstanding
757,Joanne,Carter,29,Woman,,2023-12-04,2027-11-01,Operations,64089,2
758,Jocelyn, brown,58,Decline to comment,05 Jan 1991,2021-01-12,2022-04-07,Marketing,179781,4
759,Michael,Jordan,25,Man,1910-02-19,2020-11-13,2021-10-24,Marketing,105002,1
760, Steven,Skinner,52,M,2010-12-10,2023-06-20,2025-02-23,Marketing,53906,3
761,Eduardo,Wu,25,N/A,23 Jun 1980,2020-10-08,2021-03-05,HR,7122,Needs Improvement
762,Leslie,Castro,20,N/A,07 Nov 1938,2022-01-07,2023-06-12,Finance,140375,Below
763,Robin,Douglas,24,Boy,31 Aug 2008,2023-07-08,2025-04-17,IT,130297,Needs Improvement
764,Kathryn,Davis,69,Male,1915-10-20,2020-10-07,2022-07-18,Sales,45923,Exceeds
765,Wayne,Martin,50,Decline to comment,13 Jul 1987,2023-01-31,2024-06-27,Engineering,9444,5
766,April,Smith,59,N/A,26 Oct 1931,2020-07-29,2024-07-18,Marketing,180569,2
767,lisa ,Alvarado,41,N/A,31 Jul 1967,2024-03-09,2025-07-11,marketinging,86201,Below
768,Julie,Higgins,,Decline to comment,,2023-01-17,2023-09-28,Finance,166412,Exceeds
769,Billy,richard ,47,Girl,11 Jan 1934,2023-12-18,2027-10-23,HR,46000,4
770,Arthur,Bryant,35,Man,05 Nov 1960,2020-09-14,2022-04-15,I,107516,Below
771,,Shaw Yates,58,M,1949-12-15,2022-10-15,2022-11-17,Financ,138609,3
772,Andrew,Fischer,22,Female,1984-05-20,2022-04-24,2025-01-08,engineeringing,173762,Exceeds
773,Trevor,Ballard,,Girl,13 Dec 1933,2024-03-12,2024-05-27,Sales,11799,1
774,Amanda,Hopkins,68,Female,02 Sep 1962,2023-02-19,2025-06-03,Sales,40012,3
775,Bradley, reyes,,F,1966-12-25,2020-07-10,2020-09-22,Sales,35616,Below
776,Lisa,Case,44,N/A,1933-03-08,2023-08-13,2025-12-05,Marketing,178295,3
777,Scott Dawn,,66,Decline to comment,18 Jan 1947,2023-06-17,2025-09-27,Finance,160136,1
778,Laura,Cooper,45,Male,19 Sep 1935,2020-10-17,2023-02-26,Sales,135924,Outstanding
779,Wendy,Gilbert,45,Male,15 Jan 1997,2020-06-16,2023-03-23,Financ,110634,Needs Improvement
780,Christopher,Hill,23,Male,15 Oct 1935,2021-09-10,2022-02-16,IT,2920,3
781,Kristen,Harrison,30,F,,2020-01-30,2020-08-04,Engineering,72265,4
782,Christine,Shelton,32,Woman,1936-03-20,2021-01-30,2021-04-02,Engineering,175077,Meets
783,Cynthia Suzanne,,33,M,2011-03-07,2023-05-04,2024-10-15,IT,64158,Needs Improvement
784,Valerie,Keith,45,Man,25 Mar 2024,2021-02-05,2022-04-10,Operations,134045,Exceeds
785,Peter,Dennis,58,Male,1952-11-22,2024-01-12,2026-02-13,Customer Service,56992,4
786,Jose,Gentry,27,M,18 Oct 1963,2023-10-26,2025-08-23,Operations,92439,Needs Improvement
787, Tina,Hale,65,N/A,28 Aug 2013,2022-09-29,2026-05-15,Engineering,9890,Outstanding
788,Christopher,Holt,33,Woman,,2024-06-28,2026-12-09,HR,183747,2
789,Lacey,Stout,53,Boy,2000-11-16,2020-04-15,2023-02-15,HR,8320,Needs Improvement
790,ronnie ,Anderson,48,N/A,29 Jan 1960,2022-02-04,2025-02-08,Finance,56305,Meets
791,Adam,George,61,Girl,1993-06-16,2020-08-03,2023-10-04,Operations,139913,4
792,Amy,Williams,39,Male,,2020-12-28,2023-06-20,Finance,96734,Outstanding
793,Amy,Johnson,24,N/A,06 Oct 1926,2020-05-11,2020-12-11,Finance,61735,4
794,Cynthia Jason,,28,N/A,1975-05-08,2024-07-03,2025-06-15,Engineering,13035,Below
795,Shannon, cross,,Female,,2021-04-12,2022-02-09,Finance,186159,Needs Improvement
796,Valerie,Brown,59,F,1989-01-08,2022-03-26,2023-02-24,IT,132834,Needs Improvement
797,Christopher, jones,66,Man,05 Apr 1942,2021-03-05,2024-01-23,Customer Service,172351,Exceeds
798,James,Green,31,Decline to comment,29 Mar 1975,2024-06-28,2024-10-31,Customer Service,94182,3
799,Jennifer,Figueroa,63,Man,1950-08-11,2024-12-15,2027-02-15,HR,63898,5
800,Brenda,Moore,67,Decline to comment,1957-01-14,2023-03-05,2024-01-21,HR,3765,Below
801, Karen,Lopez,33,Woman,11 Jan 1970,2022-07-13,2026-05-05,Finance,40835,Needs Improvement
802,Adrian,Hampton,60,Male,2022-01-14,2024-04-12,2027-12-02,Customer Service,41243,5
803,Robert Richard,,49,F,26 Jul 1997,2020-02-19,2022-04-24,IT,168609,Below
804,Gary,rodriguez ,64,Man,17 Sep 1947,2020-03-01,2021-09-10,I,6865,3
805,James,Davis,23,Boy,1930-02-19,2021-08-03,2023-04-19,Marketing,122998,2
806,melissa ,Walters,,M,31 Aug 2023,2021-02-23,2024-04-13,Engineering,145015,Exceeds
807,Michael,Yang,30,Man,23 Dec 1951,2020-08-28,2023-05-03,IT,11508,Needs Improvement
808,Hannah,Vasquez,69,F,1998-01-21,2020-07-12,2022-02-17,Finance,102384,2
809,pamela ,Miller,58,Man,1936-01-12,2022-04-30,2022-07-09,Marketing,95403,Below
810, Michelle,page ,43,Female,1918-11-18,2023-10-12,2024-05-11,Financ,78449,1
811,justin ,Hughes,34,Girl,1937-01-30,2020-04-01,2021-05-05,Marketing,110522,3
812,Kurt,Barker,55,N/A,1965-07-10,2020-09-18,2023-03-27,IT,124181,4
813,Sabrina,Blevins,37,Decline to comment,1913-11-10,2020-07-28,2023-12-25,Engineering,50480,Below
814,Ana,freeman ,48,Decline to comment,,2024-09-17,2027-08-16,IT,120042,Exceeds
815,Tracey,Garrett,,Female,1945-11-30,2024-09-10,2025-06-24,Sales,149763,3
816,Joseph,Brown,64,Boy,30 Mar 1933,2022-01-18,2022-07-09,Marketing,73373,3
817,Michael,Elliott,22,Woman,1968-07-12,2023-04-08,2024-09-15,Marketing,81334,Outstanding
818,Ryan, ware,52,Girl,,2020-12-19,2021-08-31,HR,172725,2
819,Jackson,Torres,35,Boy,12 Feb 1932,2022-07-12,2023-04-08,IT,7567,Needs Improvement
820,Theresa, harris,30,Woman,05 Sep 1916,2020-08-05,2023-05-16,HR,157338,3
821,Scott, johnson,44,N/A,1965-12-05,2021-11-01,2022-01-27,Sales,34059,Meets
822,John,Wilkins,46,Male,16 Jan 1921,2024-08-24,2027-08-10,IT,115797,5
823,Vickie,Bowen,41,N/A,07 Jun 1948,2024-11-21,2027-02-10,I,154722,4
824,John,Taylor,28,Woman,1956-08-10,2024-02-08,2025-10-10,Operations,79522,Below
825, Christian,Smith,50,Male,03 Sep 2005,2021-01-26,2021-10-24,Finance,127101,Meets
826,Kevin,Anderson,51,Decline to comment,30 Sep 1933,2023-04-14,2023-12-09,Customer Service,63155,Outstanding
827,veronica ,Cook,,M,07 Aug 2003,2021-01-18,2022-03-19,IT,128886,Meets
828,,Shaw Wu,59,Girl,2005-08-26,2020-08-20,2021-07-16,IT,149664,Below
829,,Hart Coleman,35,Girl,1917-06-09,2023-08-03,2027-02-04,Finance,13076,1
830,George,Smith,68,Female,1919-11-06,2020-08-16,2023-09-27,Operations,7156,Outstanding
831,Brandon,Warren,,Decline to comment,,2023-12-02,2025-12-30,HR,108433,Exceeds
832,,Blake Acevedo,32,Female,1941-02-20,2022-08-25,2024-03-21,Finance,9629,1
833,Catherine,Mejia,18,F,26 Jul 1947,2024-01-28,2027-10-17,Marketing,33007,Below
834,Bryan,Bauer,32,Boy,14 Mar 1956,2023-09-26,2025-07-03,Sales,78307,Meets
835, Elizabeth,Odom,57,Boy,11 May 1916,2024-03-10,2025-02-07,Marketing,159060,Outstanding
836,Melanie,Andersen,52,Man,02 Apr 1947,2023-01-12,2025-10-21,Engineering,100441,2
837,Alexa,rosales ,50,Boy,2015-06-30,2024-02-11,2025-11-28,Marketing,7106,Exceeds
838,Christopher Christopher,,44,Boy,19 Mar 1928,2020-02-05,2020-09-15,Operations,8234,Outstanding
839,michael ,Bradley,34,Male,10 Aug 1994,2024-11-03,2027-11-13,IT,113425,1
840,Edward Mark,,44,Boy,,2020-02-22,2020-09-20,Marketing,31702,1
841,Mark,Griffith,,F,2010-01-05,2021-08-29,2023-02-17,Sales,117794,2
842,Matthew Jerome,,55,M,1966-09-05,2024-04-16,2027-06-21,Engineering,110253,Needs Improvement
843, Brian,Preston,42,Boy,19 Jun 1923,2021-05-08,2023-03-03,Finance,9674,2
844,Bailey,Gomez,38,Female,1921-07-15,2021-10-01,2022-10-31,Customer Service,7741,1
845,Edward,Nichols,39,Woman,1930-08-06,2020-09-13,2022-02-10,Sales,86944,Below
846,Tyler,Wood,42,Boy,1999-03-26,2022-05-13,2024-05-24,Finance,170862,Outstanding
847, Dennis,Wilson,,N/A,1951-08-04,2023-11-23,2024-09-12,Finance,172848,1
848,Wanda,Lee,57,Male,,2022-01-11,2022-11-21,Engineering,16609,5
849,Valerie,Reed,66,Decline to comment,02 Apr 1992,2024-09-14,2027-01-10,IT,198369,Below
850,David,Ruiz,,M,1997-07-03,2023-06-23,2026-01-08,Marketing,102282,Exceeds
851,Cody Brandy,,27,Boy,17 Jan 1952,2021-12-01,2025-01-03,Financ,6354,Meets
852,Jennifer,Murray,64,Girl,14 Sep 1934,2024-05-12,2025-04-15,Engineering,66292,Needs Improvement
853,mary ,brown ,40,N/A,1973-10-31,2024-03-05,2027-11-06,Finance,189274,Exceeds
854, Robert,Kane,,Woman,16 Jan 1936,2020-05-04,2023-06-13,Operations,125474,Exceeds
855,Amanda,Floyd,59,N/A,1987-06-24,2020-05-01,2021-05-16,Marketing,85590,3
856,Kayla,oneal ,38,Man,01 Oct 1973,2024-02-18,2024-05-02,Sales,188896,Needs Improvement
857,Veronica, reid,45,Boy,30 Aug 1908,2023-07-21,2026-10-07,marketinging,110103,3
858,Lauren,Alexander,31,Girl,03 Apr 1912,2021-06-15,2022-03-28,Operations,62817,Below
859,Henry,thomas ,40,F,04 Jul 1926,2021-11-11,2024-10-28,Financ,6936,Exceeds
